timestamp,platform_type,platform_model,platform_id,mission_type,zone,event_details,weapons_used,detections,casualties_reported,battery_or_fuel,mission_outcome,summary
2024-11-28 14:37:38,Jet,JAS 39,JAS 39-141,Reconnaissance,Zone X5,Thermal Sensor capture: collected 137 images. Detected 2 suspicious object(s).,Unguided Rocket,137,0,11% fuel,No Target Found,JAS 39-141 performed Reconnaissance in Zone X5. Detected 137 suspicious objects. Outcome: No Target Found
2025-06-26 11:27:38,Jet,MiG-29,MiG-29-131,Electronic Warfare,Checkpoint Delta,Engagement: fired Precision-Guided Munition at enemy outpost. Confirmed hits: 2. Estimated casualties: 0.,Precision-Guided Munition,0,0,22% fuel,Mission Completed,MiG-29-131 conducted a Electronic Warfare in Checkpoint Delta. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2025-03-24 09:32:38,Drone,MQ-1,MQ-1-17,Reconnaissance,Perimeter North,RADAR capture: collected 490 images. No suspicious objects detected.,None,0,0,19% battery,Mission Completed,MQ-1-17 performed Reconnaissance in Perimeter North. No suspicious objects detected. Outcome: Mission Completed
2024-10-31 21:59:38,Drone,MQ-1,MQ-1-83,Electronic Warfare,Sector B1,Engagement: fired Cannon at armored vehicle. Confirmed hits: 0. Estimated casualties: 0.,Cannon,0,0,83% battery,Target Engaged,MQ-1-83 conducted a Electronic Warfare in Sector B1. Weapons used: Cannon. Outcome: Target Engaged
2024-12-11 23:05:38,Jet,F-18,F-18-130,Electronic Warfare,Perimeter North,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 1. Estimated casualties: 2.,Unguided Rocket,0,2,24% fuel,Mission Completed,F-18-130 conducted a Electronic Warfare in Perimeter North. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-06-23 02:55:38,Drone,Grey Eagle,Grey Eagle-38,Electronic Warfare,Perimeter North,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 2. Estimated casualties: 0.,Unguided Rocket,0,0,63% battery,Mission Completed,Grey Eagle-38 conducted a Electronic Warfare in Perimeter North. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-09-14 23:22:38,Drone,Grey Eagle,Grey Eagle-70,Surveillance,Perimeter North,Thermal Sensor capture: collected 288 images. Detected 4 suspicious object(s).,Unguided Rocket,288,0,51% battery,Aborted - Mechanical,Grey Eagle-70 performed Surveillance in Perimeter North. Detected 288 suspicious objects. Outcome: Aborted - Mechanical
2024-09-29 19:55:38,Drone,RQ-11,RQ-11-41,Close Air Support,Sector B2,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 1. Estimated casualties: 0.,Unguided Rocket,0,0,22% battery,Mission Completed,RQ-11-41 conducted a Close Air Support in Sector B2. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-01-05 06:46:38,Drone,MQ-9,MQ-9-69,Patrol,Sector A1,Thermal Sensor capture: collected 418 images. Detected 3 suspicious object(s).,Precision-Guided Munition,418,0,32% battery,Mission Completed,MQ-9-69 performed Patrol in Sector A1. Detected 418 suspicious objects. Outcome: Mission Completed
2025-07-02 06:01:38,Jet,Typhoon,Typhoon-705,Surveillance,Zone X5,Thermal Sensor capture: collected 298 images. Detected 1 suspicious object(s).,Unguided Rocket,298,0,44% fuel,Mission Completed,Typhoon-705 performed Surveillance in Zone X5. Detected 298 suspicious objects. Outcome: Mission Completed
2025-01-04 12:25:38,Drone,RQ-11,RQ-11-8,Reconnaissance,Hilltop 4,Thermal Sensor capture: collected 254 images. No suspicious objects detected.,Camera,0,0,26% battery,Aborted - Mechanical,RQ-11-8 performed Reconnaissance in Hilltop 4. No suspicious objects detected. Outcome: Aborted - Mechanical
2025-07-12 10:50:38,Drone,MQ-9,MQ-9-8,Surveillance,Sector B1,RADAR capture: collected 82 images. No suspicious objects detected.,None,0,0,57% battery,No Target Found,MQ-9-8 performed Surveillance in Sector B1. No suspicious objects detected. Outcome: No Target Found
2025-02-26 16:02:38,Jet,JAS 39,JAS 39-203,Strike/Attack,Zone X3,Engagement: fired Cannon at hostile personnel. Confirmed hits: 1. Estimated casualties: 0.,Cannon,0,0,95% fuel,Return to Base - Low Fuel,JAS 39-203 conducted a Strike/Attack in Zone X3. Weapons used: Cannon. Outcome: Return to Base - Low Fuel
2025-03-26 21:38:38,Jet,MiG-29,MiG-29-781,Close Air Support,Sector B1,Engagement: fired Missile at fuel depot. Confirmed hits: 1. Estimated casualties: 5.,Missile,0,5,5% fuel,Return to Base - Low Fuel,MiG-29-781 conducted a Close Air Support in Sector B1. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2025-02-24 07:06:38,Jet,JAS 39,JAS 39-133,Reconnaissance,Hilltop 4,Thermal Sensor capture: collected 337 images. No suspicious objects detected.,Camera,0,0,47% fuel,No Target Found,JAS 39-133 performed Reconnaissance in Hilltop 4. No suspicious objects detected. Outcome: No Target Found
2025-09-12 09:32:38,Drone,MQ-9,MQ-9-41,Reconnaissance,Sector A2,Thermal Sensor capture: collected 383 images. Detected 2 suspicious object(s).,None,383,0,36% battery,Mission Completed,MQ-9-41 performed Reconnaissance in Sector A2. Detected 383 suspicious objects. Outcome: Mission Completed
2024-10-09 00:20:38,Drone,MQ-9,MQ-9-33,Surveillance,Sector A1,Camera capture: collected 385 images. Detected 3 suspicious object(s).,Missile,385,0,58% battery,Aborted - Mechanical,MQ-9-33 performed Surveillance in Sector A1. Detected 385 suspicious objects. Outcome: Aborted - Mechanical
2025-08-14 09:06:38,Jet,F-16,F-16-948,Electronic Warfare,Hilltop 4,Engagement: fired Cannon at enemy outpost. Confirmed hits: 0. Estimated casualties: 0.,Cannon,0,0,42% fuel,Mission Completed,F-16-948 conducted a Electronic Warfare in Hilltop 4. Weapons used: Cannon. Outcome: Mission Completed
2025-03-25 17:38:38,Jet,F-16,F-16-175,Strike/Attack,Sector B1,Engagement: fired Precision-Guided Munition at armored vehicle. Confirmed hits: 1. Estimated casualties: 3.,Precision-Guided Munition,0,3,83% fuel,Return to Base - Low Fuel,F-16-175 conducted a Strike/Attack in Sector B1. Weapons used: Precision-Guided Munition. Outcome: Return to Base - Low Fuel
2025-04-24 16:55:38,Drone,Bayraktar,Bayraktar-84,Reconnaissance,Hilltop 4,Camera capture: collected 61 images. Detected 2 suspicious object(s).,Missile,61,0,99% battery,Target Engaged,Bayraktar-84 performed Reconnaissance in Hilltop 4. Detected 61 suspicious objects. Outcome: Target Engaged
2024-10-10 00:28:38,Jet,Typhoon,Typhoon-404,Reconnaissance,Sector A2,Camera capture: collected 291 images. Detected 4 suspicious object(s).,None,291,0,51% fuel,Mission Completed,Typhoon-404 performed Reconnaissance in Sector A2. Detected 291 suspicious objects. Outcome: Mission Completed
2025-05-17 17:58:38,Drone,MQ-9,MQ-9-85,Patrol,Hilltop 4,Camera capture: collected 23 images. Detected 1 suspicious object(s).,None,23,0,20% battery,Target Engaged,MQ-9-85 performed Patrol in Hilltop 4. Detected 23 suspicious objects. Outcome: Target Engaged
2025-08-18 19:57:38,Drone,MQ-9,MQ-9-51,Electronic Warfare,Checkpoint Delta,Engagement: fired Cannon at radar installation. Confirmed hits: 1. Estimated casualties: 1.,Cannon,0,1,58% battery,Aborted - Mechanical,MQ-9-51 conducted a Electronic Warfare in Checkpoint Delta. Weapons used: Cannon. Outcome: Aborted - Mechanical
2025-01-26 19:45:38,Jet,F-16,F-16-369,Electronic Warfare,Checkpoint Delta,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 1. Estimated casualties: 5.,Precision-Guided Munition,0,5,90% fuel,Mission Completed,F-16-369 conducted a Electronic Warfare in Checkpoint Delta. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2025-06-24 13:45:38,Jet,JAS 39,JAS 39-523,Close Air Support,Sector B2,Engagement: fired Cannon at hostile personnel. Confirmed hits: 2. Estimated casualties: 3.,Cannon,0,3,35% fuel,Target Engaged,JAS 39-523 conducted a Close Air Support in Sector B2. Weapons used: Cannon. Outcome: Target Engaged
2025-07-04 04:43:38,Drone,Bayraktar,Bayraktar-92,Surveillance,Corridor 7,Camera capture: collected 302 images. No suspicious objects detected.,Missile,0,0,32% battery,Return to Base - Low Fuel,Bayraktar-92 performed Surveillance in Corridor 7. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2025-04-18 14:35:38,Drone,MQ-1,MQ-1-25,Reconnaissance,Sector A1,RADAR capture: collected 232 images. Detected 1 suspicious object(s).,None,232,0,86% battery,Mission Completed,MQ-1-25 performed Reconnaissance in Sector A1. Detected 232 suspicious objects. Outcome: Mission Completed
2025-06-23 22:46:38,Drone,RQ-11,RQ-11-50,Close Air Support,Perimeter North,Engagement: fired Cannon at fuel depot. Confirmed hits: 0. Estimated casualties: 5.,Cannon,0,5,89% battery,Target Engaged,RQ-11-50 conducted a Close Air Support in Perimeter North. Weapons used: Cannon. Outcome: Target Engaged
2025-07-02 06:29:38,Jet,F-16,F-16-524,Reconnaissance,Sector B1,Camera capture: collected 398 images. No suspicious objects detected.,Unguided Rocket,0,0,17% fuel,Return to Base - Low Fuel,F-16-524 performed Reconnaissance in Sector B1. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2025-07-04 07:22:38,Jet,F-18,F-18-370,Electronic Warfare,Checkpoint Delta,Engagement: fired Missile at armored vehicle. Confirmed hits: 1. Estimated casualties: 2.,Missile,0,2,23% fuel,Target Engaged,F-18-370 conducted a Electronic Warfare in Checkpoint Delta. Weapons used: Missile. Outcome: Target Engaged
2024-10-10 11:22:38,Jet,F-16,F-16-505,Strike/Attack,Sector B2,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 0. Estimated casualties: 1.,Unguided Rocket,0,1,43% fuel,Mission Completed,F-16-505 conducted a Strike/Attack in Sector B2. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-02-15 11:20:38,Jet,F-16,F-16-989,Reconnaissance,Sector B1,Thermal Sensor capture: collected 406 images. Detected 2 suspicious object(s).,Cannon,406,0,58% fuel,Target Engaged,F-16-989 performed Reconnaissance in Sector B1. Detected 406 suspicious objects. Outcome: Target Engaged
2025-05-21 04:47:38,Drone,MQ-1,MQ-1-57,Reconnaissance,Perimeter North,RADAR capture: collected 201 images. No suspicious objects detected.,None,0,0,18% battery,Mission Completed,MQ-1-57 performed Reconnaissance in Perimeter North. No suspicious objects detected. Outcome: Mission Completed
2024-09-28 17:04:38,Jet,MiG-29,MiG-29-899,Close Air Support,Hilltop 4,Engagement: fired Precision-Guided Munition at enemy outpost. Confirmed hits: 1. Estimated casualties: 0.,Precision-Guided Munition,0,0,63% fuel,Mission Completed,MiG-29-899 conducted a Close Air Support in Hilltop 4. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2025-05-31 00:32:38,Jet,MiG-29,MiG-29-380,Strike/Attack,Checkpoint Delta,Engagement: fired Precision-Guided Munition at armored vehicle. Confirmed hits: 1. Estimated casualties: 1.,Precision-Guided Munition,0,1,67% fuel,Target Engaged,MiG-29-380 conducted a Strike/Attack in Checkpoint Delta. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-03-09 17:45:38,Drone,Bayraktar,Bayraktar-76,Close Air Support,Zone X5,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 1. Estimated casualties: 0.,Precision-Guided Munition,0,0,59% battery,Mission Completed,Bayraktar-76 conducted a Close Air Support in Zone X5. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2025-01-30 08:18:38,Drone,MQ-1,MQ-1-83,Reconnaissance,Sector B2,RADAR capture: collected 272 images. No suspicious objects detected.,None,0,0,26% battery,No Target Found,MQ-1-83 performed Reconnaissance in Sector B2. No suspicious objects detected. Outcome: No Target Found
2025-09-14 10:33:38,Drone,MQ-1,MQ-1-33,Close Air Support,Zone X3,Engagement: fired Cannon at fuel depot. Confirmed hits: 2. Estimated casualties: 1.,Cannon,0,1,68% battery,Mission Completed,MQ-1-33 conducted a Close Air Support in Zone X3. Weapons used: Cannon. Outcome: Mission Completed
2025-04-06 05:58:38,Jet,Typhoon,Typhoon-793,Close Air Support,Hilltop 4,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 1. Estimated casualties: 1.,Unguided Rocket,0,1,92% fuel,Mission Completed,Typhoon-793 conducted a Close Air Support in Hilltop 4. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-02-02 20:33:38,Drone,MQ-9,MQ-9-36,Patrol,Zone X5,Camera capture: collected 374 images. Detected 1 suspicious object(s).,None,374,0,40% battery,Return to Base - Low Fuel,MQ-9-36 performed Patrol in Zone X5. Detected 374 suspicious objects. Outcome: Return to Base - Low Fuel
2025-08-16 03:10:38,Jet,Typhoon,Typhoon-797,Reconnaissance,Sector A1,Thermal Sensor capture: collected 142 images. Detected 3 suspicious object(s).,Missile,142,0,99% fuel,Mission Completed,Typhoon-797 performed Reconnaissance in Sector A1. Detected 142 suspicious objects. Outcome: Mission Completed
2025-09-01 05:32:38,Drone,MQ-9,MQ-9-93,Patrol,Sector B2,RADAR capture: collected 411 images. Detected 4 suspicious object(s).,None,411,0,48% battery,Return to Base - Low Fuel,MQ-9-93 performed Patrol in Sector B2. Detected 411 suspicious objects. Outcome: Return to Base - Low Fuel
2025-01-25 11:43:38,Drone,MQ-9,MQ-9-13,Electronic Warfare,Sector B1,Engagement: fired Missile at radar installation. Confirmed hits: 1. Estimated casualties: 5.,Missile,0,5,21% battery,Mission Completed,MQ-9-13 conducted a Electronic Warfare in Sector B1. Weapons used: Missile. Outcome: Mission Completed
2025-03-23 20:29:38,Drone,Grey Eagle,Grey Eagle-40,Electronic Warfare,Zone X5,Engagement: fired Cannon at fuel depot. Confirmed hits: 0. Estimated casualties: 2.,Cannon,0,2,16% battery,Return to Base - Low Fuel,Grey Eagle-40 conducted a Electronic Warfare in Zone X5. Weapons used: Cannon. Outcome: Return to Base - Low Fuel
2025-08-29 00:25:38,Drone,Bayraktar,Bayraktar-25,Close Air Support,Sector A2,Engagement: fired Cannon at fuel depot. Confirmed hits: 0. Estimated casualties: 0.,Cannon,0,0,27% battery,Forced Landing,Bayraktar-25 conducted a Close Air Support in Sector A2. Weapons used: Cannon. Outcome: Forced Landing
2025-02-23 10:03:38,Jet,F-18,F-18-683,Electronic Warfare,Sector B1,Engagement: fired Cannon at armored vehicle. Confirmed hits: 1. Estimated casualties: 5.,Cannon,0,5,27% fuel,Mission Completed,F-18-683 conducted a Electronic Warfare in Sector B1. Weapons used: Cannon. Outcome: Mission Completed
2024-12-10 06:40:38,Drone,RQ-11,RQ-11-58,Strike/Attack,Sector B2,Engagement: fired Cannon at enemy outpost. Confirmed hits: 0. Estimated casualties: 0.,Cannon,0,0,88% battery,Target Engaged,RQ-11-58 conducted a Strike/Attack in Sector B2. Weapons used: Cannon. Outcome: Target Engaged
2024-09-16 13:26:38,Jet,F-18,F-18-539,Electronic Warfare,Perimeter North,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 0. Estimated casualties: 1.,Unguided Rocket,0,1,72% fuel,Mission Completed,F-18-539 conducted a Electronic Warfare in Perimeter North. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-09-04 23:11:38,Drone,Grey Eagle,Grey Eagle-94,Reconnaissance,Sector B2,Thermal Sensor capture: collected 76 images. No suspicious objects detected.,None,0,0,49% battery,Mission Completed,Grey Eagle-94 performed Reconnaissance in Sector B2. No suspicious objects detected. Outcome: Mission Completed
2025-07-17 04:13:38,Drone,MQ-9,MQ-9-38,Electronic Warfare,Corridor 7,Engagement: fired Missile at hostile personnel. Confirmed hits: 1. Estimated casualties: 2.,Missile,0,2,55% battery,No Target Found,MQ-9-38 conducted a Electronic Warfare in Corridor 7. Weapons used: Missile. Outcome: No Target Found
2024-11-20 18:38:38,Drone,Bayraktar,Bayraktar-3,Reconnaissance,Sector B2,Camera capture: collected 21 images. No suspicious objects detected.,None,0,0,93% battery,Return to Base - Low Fuel,Bayraktar-3 performed Reconnaissance in Sector B2. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2024-10-09 06:55:38,Jet,Typhoon,Typhoon-889,Close Air Support,Hilltop 4,Engagement: fired Precision-Guided Munition at armored vehicle. Confirmed hits: 0. Estimated casualties: 5.,Precision-Guided Munition,0,5,19% fuel,Aborted - Weather,Typhoon-889 conducted a Close Air Support in Hilltop 4. Weapons used: Precision-Guided Munition. Outcome: Aborted - Weather
2025-09-08 16:05:38,Jet,F-16,F-16-660,Strike/Attack,Checkpoint Delta,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 2. Estimated casualties: 5.,Unguided Rocket,0,5,17% fuel,No Target Found,F-16-660 conducted a Strike/Attack in Checkpoint Delta. Weapons used: Unguided Rocket. Outcome: No Target Found
2025-04-16 15:24:38,Jet,JAS 39,JAS 39-720,Patrol,Sector B1,Thermal Sensor capture: collected 378 images. No suspicious objects detected.,None,0,0,18% fuel,Target Engaged,JAS 39-720 performed Patrol in Sector B1. No suspicious objects detected. Outcome: Target Engaged
2025-09-10 01:10:38,Drone,MQ-9,MQ-9-67,Reconnaissance,Zone X5,RADAR capture: collected 92 images. No suspicious objects detected.,None,0,0,36% battery,No Target Found,MQ-9-67 performed Reconnaissance in Zone X5. No suspicious objects detected. Outcome: No Target Found
2025-08-23 14:50:38,Jet,Typhoon,Typhoon-340,Surveillance,Sector A1,Camera capture: collected 66 images. Detected 4 suspicious object(s).,None,66,0,70% fuel,Mission Completed,Typhoon-340 performed Surveillance in Sector A1. Detected 66 suspicious objects. Outcome: Mission Completed
2025-02-12 20:21:38,Drone,MQ-9,MQ-9-83,Reconnaissance,Checkpoint Delta,Camera capture: collected 35 images. No suspicious objects detected.,Precision-Guided Munition,0,0,47% battery,Aborted - Mechanical,MQ-9-83 performed Reconnaissance in Checkpoint Delta. No suspicious objects detected. Outcome: Aborted - Mechanical
2024-10-07 12:46:38,Jet,F-18,F-18-856,Surveillance,Sector A2,Thermal Sensor capture: collected 80 images. No suspicious objects detected.,Thermal Sensor,0,0,61% fuel,Return to Base - Low Fuel,F-18-856 performed Surveillance in Sector A2. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2024-11-12 00:17:38,Jet,F-16,F-16-481,Strike/Attack,Sector B1,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 2. Estimated casualties: 5.,Unguided Rocket,0,5,66% fuel,Return to Base - Low Fuel,F-16-481 conducted a Strike/Attack in Sector B1. Weapons used: Unguided Rocket. Outcome: Return to Base - Low Fuel
2024-12-04 15:18:38,Drone,RQ-11,RQ-11-17,Patrol,Sector A1,RADAR capture: collected 476 images. Detected 4 suspicious object(s).,None,476,0,33% battery,Target Engaged,RQ-11-17 performed Patrol in Sector A1. Detected 476 suspicious objects. Outcome: Target Engaged
2025-05-20 02:59:38,Jet,JAS 39,JAS 39-129,Patrol,Sector B1,Thermal Sensor capture: collected 464 images. Detected 3 suspicious object(s).,None,464,0,13% fuel,Mission Completed,JAS 39-129 performed Patrol in Sector B1. Detected 464 suspicious objects. Outcome: Mission Completed
2025-07-07 11:28:38,Jet,F-16,F-16-821,Patrol,Corridor 7,RADAR capture: collected 124 images. Detected 2 suspicious object(s).,Unguided Rocket,124,0,93% fuel,No Target Found,F-16-821 performed Patrol in Corridor 7. Detected 124 suspicious objects. Outcome: No Target Found
2025-05-18 23:34:38,Drone,Bayraktar,Bayraktar-85,Patrol,Sector B2,Camera capture: collected 356 images. Detected 3 suspicious object(s).,Unguided Rocket,356,0,88% battery,Mission Completed,Bayraktar-85 performed Patrol in Sector B2. Detected 356 suspicious objects. Outcome: Mission Completed
2024-10-23 03:12:38,Drone,Hermes 450,Hermes 450-61,Electronic Warfare,Sector B1,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 1. Estimated casualties: 0.,Unguided Rocket,0,0,74% battery,Mission Completed,Hermes 450-61 conducted a Electronic Warfare in Sector B1. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-05-08 02:43:38,Jet,F-18,F-18-936,Reconnaissance,Sector A2,Camera capture: collected 303 images. Detected 4 suspicious object(s).,Precision-Guided Munition,303,0,68% fuel,Target Engaged,F-18-936 performed Reconnaissance in Sector A2. Detected 303 suspicious objects. Outcome: Target Engaged
2024-11-06 00:18:38,Drone,Bayraktar,Bayraktar-96,Patrol,Sector A1,Camera capture: collected 28 images. No suspicious objects detected.,None,0,0,89% battery,Target Engaged,Bayraktar-96 performed Patrol in Sector A1. No suspicious objects detected. Outcome: Target Engaged
2025-03-19 13:44:38,Drone,Grey Eagle,Grey Eagle-86,Electronic Warfare,Zone X5,Engagement: fired Cannon at enemy outpost. Confirmed hits: 1. Estimated casualties: 3.,Cannon,0,3,89% battery,Target Engaged,Grey Eagle-86 conducted a Electronic Warfare in Zone X5. Weapons used: Cannon. Outcome: Target Engaged
2024-09-15 22:14:38,Jet,F-18,F-18-216,Surveillance,Sector B2,RADAR capture: collected 434 images. Detected 1 suspicious object(s).,Unguided Rocket,434,0,52% fuel,No Target Found,F-18-216 performed Surveillance in Sector B2. Detected 434 suspicious objects. Outcome: No Target Found
2024-11-07 20:31:38,Drone,MQ-1,MQ-1-64,Reconnaissance,Perimeter North,Camera capture: collected 110 images. Detected 1 suspicious object(s).,Missile,110,0,37% battery,Target Engaged,MQ-1-64 performed Reconnaissance in Perimeter North. Detected 110 suspicious objects. Outcome: Target Engaged
2024-10-08 08:45:38,Drone,Grey Eagle,Grey Eagle-44,Surveillance,Perimeter North,Thermal Sensor capture: collected 354 images. No suspicious objects detected.,None,0,0,85% battery,Return to Base - Low Fuel,Grey Eagle-44 performed Surveillance in Perimeter North. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2025-06-25 01:45:38,Drone,Bayraktar,Bayraktar-1,Close Air Support,Sector A1,Engagement: fired Cannon at radar installation. Confirmed hits: 1. Estimated casualties: 5.,Cannon,0,5,84% battery,Mission Completed,Bayraktar-1 conducted a Close Air Support in Sector A1. Weapons used: Cannon. Outcome: Mission Completed
2025-07-21 22:24:38,Drone,RQ-11,RQ-11-50,Patrol,Hilltop 4,Thermal Sensor capture: collected 461 images. Detected 3 suspicious object(s).,Cannon,461,0,41% battery,Mission Completed,RQ-11-50 performed Patrol in Hilltop 4. Detected 461 suspicious objects. Outcome: Mission Completed
2025-04-14 07:36:38,Jet,Typhoon,Typhoon-563,Reconnaissance,Sector B1,RADAR capture: collected 463 images. Detected 1 suspicious object(s).,Unguided Rocket,463,0,45% fuel,No Target Found,Typhoon-563 performed Reconnaissance in Sector B1. Detected 463 suspicious objects. Outcome: No Target Found
2025-08-31 23:50:38,Drone,MQ-1,MQ-1-27,Close Air Support,Zone X3,Engagement: fired Missile at enemy outpost. Confirmed hits: 1. Estimated casualties: 5.,Missile,0,5,24% battery,Return to Base - Low Fuel,MQ-1-27 conducted a Close Air Support in Zone X3. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2025-08-26 11:49:38,Jet,JAS 39,JAS 39-684,Patrol,Perimeter North,Thermal Sensor capture: collected 440 images. Detected 1 suspicious object(s).,Precision-Guided Munition,440,0,6% fuel,Target Engaged,JAS 39-684 performed Patrol in Perimeter North. Detected 440 suspicious objects. Outcome: Target Engaged
2024-12-25 20:40:38,Drone,Bayraktar,Bayraktar-19,Surveillance,Sector A1,Thermal Sensor capture: collected 412 images. No suspicious objects detected.,None,0,0,28% battery,Return to Base - Low Fuel,Bayraktar-19 performed Surveillance in Sector A1. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2025-03-17 01:58:38,Jet,MiG-29,MiG-29-871,Close Air Support,Sector A1,Engagement: fired Missile at radar installation. Confirmed hits: 2. Estimated casualties: 0.,Missile,0,0,70% fuel,Return to Base - Low Fuel,MiG-29-871 conducted a Close Air Support in Sector A1. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2025-08-30 22:27:38,Jet,F-16,F-16-490,Electronic Warfare,Perimeter North,Engagement: fired Precision-Guided Munition at armored vehicle. Confirmed hits: 1. Estimated casualties: 0.,Precision-Guided Munition,0,0,84% fuel,Return to Base - Low Fuel,F-16-490 conducted a Electronic Warfare in Perimeter North. Weapons used: Precision-Guided Munition. Outcome: Return to Base - Low Fuel
2025-07-13 05:39:38,Jet,MiG-29,MiG-29-748,Patrol,Zone X5,RADAR capture: collected 318 images. Detected 1 suspicious object(s).,Camera,318,0,42% fuel,Target Engaged,MiG-29-748 performed Patrol in Zone X5. Detected 318 suspicious objects. Outcome: Target Engaged
2024-11-14 23:54:38,Drone,MQ-1,MQ-1-23,Patrol,Corridor 7,RADAR capture: collected 229 images. Detected 1 suspicious object(s).,None,229,0,30% battery,Target Engaged,MQ-1-23 performed Patrol in Corridor 7. Detected 229 suspicious objects. Outcome: Target Engaged
2024-10-04 16:51:38,Jet,F-16,F-16-438,Electronic Warfare,Sector B1,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 1. Estimated casualties: 2.,Precision-Guided Munition,0,2,78% fuel,Target Engaged,F-16-438 conducted a Electronic Warfare in Sector B1. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2024-12-18 03:56:38,Drone,Grey Eagle,Grey Eagle-41,Close Air Support,Sector B2,Engagement: fired Missile at radar installation. Confirmed hits: 2. Estimated casualties: 3.,Missile,0,3,78% battery,Aborted - Weather,Grey Eagle-41 conducted a Close Air Support in Sector B2. Weapons used: Missile. Outcome: Aborted - Weather
2025-03-02 23:10:38,Jet,MiG-29,MiG-29-318,Patrol,Zone X5,RADAR capture: collected 121 images. Detected 4 suspicious object(s).,Precision-Guided Munition,121,0,88% fuel,Mission Completed,MiG-29-318 performed Patrol in Zone X5. Detected 121 suspicious objects. Outcome: Mission Completed
2025-07-29 18:54:38,Jet,F-18,F-18-346,Patrol,Hilltop 4,Thermal Sensor capture: collected 359 images. Detected 2 suspicious object(s).,Precision-Guided Munition,359,0,19% fuel,Aborted - Mechanical,F-18-346 performed Patrol in Hilltop 4. Detected 359 suspicious objects. Outcome: Aborted - Mechanical
2025-06-02 02:23:38,Jet,F-16,F-16-629,Strike/Attack,Corridor 7,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 1. Estimated casualties: 1.,Unguided Rocket,0,1,70% fuel,Mission Completed,F-16-629 conducted a Strike/Attack in Corridor 7. Weapons used: Unguided Rocket. Outcome: Mission Completed
2024-09-18 07:56:38,Drone,MQ-1,MQ-1-99,Close Air Support,Corridor 7,Engagement: fired Missile at enemy outpost. Confirmed hits: 2. Estimated casualties: 0.,Missile,0,0,36% battery,Target Engaged,MQ-1-99 conducted a Close Air Support in Corridor 7. Weapons used: Missile. Outcome: Target Engaged
2024-09-27 02:37:38,Jet,F-16,F-16-864,Patrol,Sector B1,Camera capture: collected 179 images. No suspicious objects detected.,None,0,0,11% fuel,Mission Completed,F-16-864 performed Patrol in Sector B1. No suspicious objects detected. Outcome: Mission Completed
2025-01-25 01:16:38,Jet,JAS 39,JAS 39-172,Close Air Support,Sector B2,Engagement: fired Cannon at hostile personnel. Confirmed hits: 2. Estimated casualties: 1.,Cannon,0,1,7% fuel,Aborted - Weather,JAS 39-172 conducted a Close Air Support in Sector B2. Weapons used: Cannon. Outcome: Aborted - Weather
2024-10-17 11:29:38,Drone,Hermes 450,Hermes 450-1,Patrol,Hilltop 4,Thermal Sensor capture: collected 33 images. No suspicious objects detected.,None,0,0,47% battery,Return to Base - Low Fuel,Hermes 450-1 performed Patrol in Hilltop 4. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2025-03-29 00:44:38,Jet,JAS 39,JAS 39-188,Strike/Attack,Checkpoint Delta,Engagement: fired Cannon at armored vehicle. Confirmed hits: 1. Estimated casualties: 3.,Cannon,0,3,33% fuel,Mission Completed,JAS 39-188 conducted a Strike/Attack in Checkpoint Delta. Weapons used: Cannon. Outcome: Mission Completed
